;LogisticRegressionCV;DecisionTreeClassifier;SVC;XGBClassifier;MLPClassifier;RandomForestClassifier
988;0;2;0;7;0;6
989;0;2;0;6;0;6
990;0;2;0;6;0;6
991;0;2;0;6;0;6
992;0;0;0;8;0;8
993;0;0;0;8;0;8
994;0;2;0;6;0;10
995;0;3;0;7;0;10
996;0;3;0;4;0;9
997;0;3;0;4;0;9
998;0;2;0;2;0;6
999;0;3;0;4;0;8
1000;0;2;0;8;0;12
1001;0;3;0;5;0;12
1002;0;3;0;5;0;12
1003;0;2;0;7;0;9
1004;0;1;0;8;0;11
1005;0;2;0;5;0;11
1006;0;2;0;4;0;8
1007;0;2;0;5;0;9
1008;0;2;0;5;0;8
1009;0;2;0;5;0;10
1010;0;1;0;6;0;9
1011;0;1;0;7;0;11
1012;0;2;0;5;0;7
1013;0;2;0;6;0;9
1014;0;2;0;4;0;11
1015;0;2;0;8;0;12
1016;0;3;0;8;0;16
1017;0;2;0;7;0;16
1018;0;3;0;8;0;19
1019;0;3;0;8;0;19
1020;0;2;0;9;0;13
1021;0;0;0;8;0;8
1022;0;1;0;4;0;9
1023;0;2;0;4;0;8
1024;0;0;0;7;0;11
1025;0;0;0;7;0;8
1026;0;2;0;5;0;9
1027;0;2;0;5;0;7
1028;0;1;0;7;0;9
1029;0;0;0;6;0;11
1030;0;0;0;4;0;9
1031;0;2;0;5;0;9
1032;0;2;0;8;0;8
1033;0;2;0;5;0;11
1034;0;2;0;9;0;9
1035;0;2;0;8;0;8
1036;0;1;0;9;0;6
1037;0;3;0;9;0;15
1038;0;2;0;5;0;7
1039;0;2;0;8;0;9
1040;0;0;0;6;0;9
1041;0;2;0;5;0;6
1042;0;0;0;5;0;6
1043;0;2;0;8;0;13
1044;0;3;0;8;0;9
1045;0;3;0;8;0;11
1046;0;2;3;4;0;8
1047;0;2;3;4;0;8
1048;0;2;3;4;0;10
1049;0;2;3;4;0;10
1050;0;2;3;6;0;8
1051;0;2;3;6;0;8
1052;0;2;3;6;0;7
1053;0;2;3;6;0;7
1054;0;2;3;6;0;19
1055;0;3;3;5;0;8
1056;0;3;3;5;0;8
1057;0;3;3;3;0;7
1058;0;3;3;3;0;7
1059;0;2;3;3;0;6
1060;0;2;3;3;0;6
1061;0;2;10;7;0;9
1062;0;2;10;7;0;9
1063;0;2;10;7;0;7
1064;0;2;10;7;0;7
1065;0;3;9;3;0;10
1066;0;3;9;3;0;10
1067;0;2;9;6;0;11
1068;0;2;9;6;0;11
1069;0;2;8;9;0;5
1070;0;2;8;9;0;5
1071;0;2;0;5;0;6
1072;0;2;0;7;0;8
1073;0;2;0;4;0;10
1074;0;2;0;5;0;8
1075;0;2;0;5;0;8
1076;0;1;0;6;0;8
1077;0;2;0;5;0;12
1078;0;3;0;5;0;7
1079;0;2;0;4;0;8
1080;0;3;0;5;0;10
1081;0;3;0;6;0;7
1082;0;3;0;6;0;7
1083;0;2;0;6;0;6
1084;0;2;0;6;0;6
1085;0;2;0;3;0;7
1086;0;2;0;3;0;7
1087;0;3;0;2;0;6
1088;0;3;0;2;0;6
1089;0;2;0;6;0;11
1090;0;2;0;6;0;11
1091;0;2;0;6;0;11
1092;0;2;0;6;0;11
1093;0;2;0;5;0;11
1094;0;2;0;5;0;11
1095;0;2;0;5;0;9
1096;0;2;0;5;0;9
1097;0;0;0;3;0;7
1098;0;0;0;3;0;7
1099;0;2;0;9;0;8
1100;0;2;0;9;0;8
1101;0;2;0;5;0;10
1102;0;2;0;5;0;10
1103;0;2;0;5;0;8
1104;0;1;0;6;0;9
1105;0;1;0;6;0;9
1106;0;0;0;5;0;8
1107;0;1;0;3;0;11
1108;0;1;0;3;0;11
1109;0;3;0;5;0;10
1110;0;3;0;5;0;10
1111;0;0;0;7;0;14
1112;0;3;0;5;0;9
1113;0;3;0;5;0;9
1114;0;3;0;6;0;11
1115;0;3;0;6;0;11
1116;0;2;0;7;0;6
1117;0;2;0;7;0;6
1118;0;1;0;5;0;9
1119;0;1;1;3;0;10
1120;0;1;1;3;0;10
1121;0;1;0;5;0;8
1122;0;2;1;4;0;9
1123;0;2;1;4;0;9
1124;0;1;0;4;0;8
1125;0;1;0;6;0;10
1126;0;1;0;5;0;12
1127;0;1;0;5;0;11
1128;0;2;0;5;0;9
1129;0;2;0;5;0;9
1130;0;2;0;4;0;8
1131;0;2;0;4;0;8
1132;0;2;0;5;0;6
1133;0;2;0;5;0;6
1134;0;1;0;6;0;6
1135;0;1;0;6;0;6
1136;0;1;0;6;0;12
1137;0;1;1;5;0;8
1138;0;1;1;5;0;8
1139;0;0;1;4;0;7
1140;0;0;1;4;0;7
1141;0;1;1;4;0;8
1142;0;1;1;4;0;8
1143;0;2;1;3;0;8
1144;0;2;1;3;0;8
1145;0;1;0;4;0;8
1146;0;1;0;4;0;8
1147;0;1;0;3;0;7
1148;0;1;0;3;0;7
1149;0;1;0;3;0;8
1150;0;1;0;3;0;8
1151;0;1;0;5;0;6
1152;0;1;0;5;0;6
1153;0;1;0;4;0;9
1154;0;1;0;4;0;9
1155;0;2;0;4;0;15
1156;0;1;0;5;0;6
1157;0;1;0;5;0;6
1158;0;2;0;4;0;8
1159;0;2;0;4;0;8
1160;0;2;2;6;0;10
1161;0;2;0;6;0;8
1162;0;1;0;10;0;9
1163;0;1;0;6;0;8
1164;0;0;0;8;0;10
1165;0;1;0;6;0;7
1166;0;3;0;4;0;11
1167;0;1;0;5;0;10
1168;0;3;0;5;0;10
1169;0;2;0;5;0;7
1170;0;2;0;9;0;4
1171;0;2;0;6;0;7
1172;0;2;0;5;0;7
1173;0;2;0;6;0;4
1174;0;2;0;7;0;3
1175;0;2;0;5;0;5
1176;0;0;0;4;0;11
1177;0;1;0;4;0;10
1178;0;1;0;7;0;7
1179;0;2;0;5;0;6
1180;0;2;0;4;0;10
1181;0;2;0;5;0;10
1182;0;1;0;6;0;11
1183;0;1;0;6;0;10
1184;0;2;0;3;0;12
1185;0;1;0;6;0;8
1186;0;1;0;4;0;6
1187;0;1;0;7;0;6
1188;0;1;0;7;0;8
1189;0;3;0;6;0;11
1190;0;3;0;6;0;8
1191;0;2;0;5;0;10
1192;0;2;0;5;0;12
1193;0;0;0;7;0;10
1194;0;2;0;9;0;11
1195;0;2;0;7;0;15
1196;0;2;0;6;0;15
1197;0;2;0;5;0;11
1198;0;3;0;5;0;8
1199;0;2;0;6;0;9
1200;0;2;0;7;0;7
1201;0;1;0;8;0;8
1202;0;3;0;8;0;6
1203;0;3;0;7;0;13
1204;0;3;0;7;0;13
1205;0;2;0;7;0;14
1206;0;2;0;4;0;17
1207;0;2;0;4;0;17
1208;0;1;0;4;0;9
1209;0;0;0;6;0;12
1210;0;0;0;9;0;7
1211;0;0;0;9;0;7
1212;0;0;0;6;0;10
1213;0;1;0;8;0;10
1214;0;1;0;9;0;13
1215;0;1;0;9;0;13
1216;0;1;0;8;0;10
1217;0;1;0;8;0;10
1218;0;1;0;9;0;12
1219;0;1;0;7;0;13
1220;0;2;0;6;0;4
1221;0;2;0;6;0;7
1222;0;2;0;7;0;4
1223;0;2;0;7;0;6
1224;0;2;0;8;0;7
1225;0;2;0;8;0;7
1226;0;2;0;9;0;5
1227;0;1;0;7;0;5
1228;0;1;0;7;0;5
1229;0;2;0;7;0;11
1230;0;2;0;7;0;11
1231;0;2;0;7;0;11
1232;0;1;0;6;0;6
1233;0;2;0;6;0;5
1234;0;2;0;7;0;8
1235;0;1;0;6;0;9
1236;0;1;0;6;0;9
1237;0;1;0;6;0;11
1238;0;2;0;10;0;6
1239;0;2;0;8;0;3
1240;0;1;0;8;0;5
1241;0;1;0;6;0;10
1242;0;1;0;5;0;9
1243;0;1;0;8;0;5
1244;0;1;0;4;0;9
1245;0;2;0;4;0;8
1246;0;1;0;8;0;11
1247;0;1;0;7;0;9
1248;0;1;0;8;0;13
1249;0;1;0;9;0;11
1250;0;1;5;6;0;6
1251;0;1;4;8;0;5
1252;0;1;5;9;0;6
1253;0;2;4;6;0;4
1254;0;1;4;6;0;6
1255;0;1;5;8;0;4
1256;0;1;4;7;0;6
1257;0;1;0;8;0;6
1258;0;2;0;9;0;3
1259;0;3;0;8;0;9
1260;0;1;0;7;0;8
1261;0;1;0;6;0;8
1262;0;1;0;7;0;7
1263;0;1;0;12;0;11
1264;0;1;0;12;0;11
1265;0;1;0;7;0;9
1266;0;1;0;7;0;10
1267;0;1;0;7;0;10
1268;0;2;0;8;0;12
1269;0;2;0;8;0;10
1270;0;2;0;8;0;11
1271;0;1;0;8;0;11
1272;0;0;0;7;0;10
1273;0;1;10;7;0;9
1274;0;1;10;8;0;11
1275;0;1;10;8;0;12
1276;0;1;10;6;0;10
1277;0;1;10;6;0;9
1278;0;1;10;6;0;9
1279;0;2;10;3;0;10
1280;0;2;10;4;0;12
1281;0;2;10;4;0;11
1282;0;2;9;6;0;9
1283;0;2;9;5;0;14
1284;0;0;9;7;0;11
1285;0;2;9;3;0;9
1286;0;2;9;3;0;12
1287;0;2;10;4;0;12
1288;0;2;3;5;0;14
1289;0;1;3;8;0;8
1290;0;2;3;6;0;10
1291;0;1;3;7;0;11
1292;0;1;0;8;0;8
1293;0;1;0;8;0;9
1294;0;2;0;6;0;12
1295;0;1;0;9;0;9
1296;0;2;3;7;0;8
1297;0;2;10;5;0;8
1298;0;2;10;8;0;10
1299;0;2;10;5;0;9
1300;0;2;10;7;0;11
1301;0;2;10;8;0;14
1302;0;1;0;5;0;7
1303;0;1;0;5;0;7
1304;0;1;0;6;0;10
1305;0;1;0;6;0;10
1306;0;3;0;7;0;10
1307;0;3;0;7;0;10
1308;0;3;0;7;0;15
1309;0;4;0;7;0;10
1310;0;4;0;7;0;10
1311;0;2;0;5;0;9
1312;0;2;0;5;0;9
1313;0;1;0;9;0;9
1314;0;3;0;10;0;8
1315;0;2;0;6;0;5
1316;0;1;0;8;0;9
1317;0;0;0;9;0;6
1318;0;2;0;8;0;9
1319;0;2;0;8;0;9
1320;0;0;0;7;0;9
1321;0;2;0;8;0;13
1322;0;1;0;8;0;14
1323;0;1;0;9;0;9
1324;0;2;10;9;0;7
1325;0;2;10;11;0;5
1326;0;2;10;11;0;5
1327;0;2;2;8;0;11
1328;0;2;2;8;0;11
1329;0;2;0;9;0;12
1330;0;3;2;8;0;16
1331;0;3;2;8;0;7
1332;0;1;0;7;0;8
1333;0;2;0;7;0;15
1334;0;2;0;8;0;10
1335;0;2;0;8;0;10
1336;0;2;0;7;0;9
1337;0;2;0;6;0;13
1338;0;3;3;11;0;4
1339;0;3;3;11;0;4
1340;0;3;0;9;0;15
1341;0;3;0;9;0;15
1342;0;2;0;5;0;7
1343;0;2;0;10;0;12
1344;0;3;3;7;0;7
1345;0;2;0;6;0;12
1346;0;2;0;8;0;11
1347;0;1;0;6;0;8
1348;0;2;0;7;0;12
1349;0;2;0;8;0;14
1350;0;3;0;6;0;10
1351;0;1;0;9;0;11
1352;0;2;0;8;0;7
1353;0;2;0;8;0;6
1354;0;3;0;7;0;6
1355;0;3;3;8;0;10
1356;0;3;3;8;0;10
1357;0;3;0;7;0;13
1358;0;2;0;7;0;12
1359;0;2;0;7;0;8
1360;0;2;0;7;0;8
1361;0;2;0;9;0;14
1362;0;2;0;9;0;14
1363;0;2;0;6;0;5
1364;0;2;0;6;0;4
1365;0;2;0;8;0;7
1366;0;2;0;9;0;11
1367;0;3;0;8;0;13
1368;0;3;0;7;0;7
1369;0;2;0;6;0;10
1370;0;3;0;10;0;12
1371;0;3;0;6;0;9
1372;0;2;0;5;0;10
1373;0;3;0;7;0;6
1374;0;3;0;7;0;6
1375;0;3;0;8;0;8
1376;0;1;0;6;0;9
1377;0;3;0;7;0;7
1378;0;2;0;9;0;7
1379;0;2;0;9;0;7
1380;0;3;0;9;0;7
1381;0;2;0;7;0;9
1382;0;1;0;7;0;9
1383;0;2;0;8;0;11
1384;0;2;0;7;0;7
1385;0;0;0;6;0;9
1386;0;2;0;8;0;8
1387;0;3;0;8;0;8
1388;0;2;0;7;0;4
1389;0;0;10;7;0;10
1390;0;0;10;9;0;8
1391;0;3;0;8;0;5
1392;0;1;0;8;0;4
1393;0;3;0;8;0;10
1394;0;1;0;7;0;2
1395;0;2;0;3;0;12
1396;0;2;0;3;0;12
1397;0;1;0;5;0;6
1398;0;1;0;5;0;6
1399;0;2;0;9;0;8
1400;0;2;0;6;0;10
1401;0;1;0;6;0;13
1402;0;2;0;5;0;18
1403;0;2;0;6;0;18
1404;0;2;10;6;0;11
1405;0;2;10;6;0;11
1406;0;1;0;7;0;8
1407;0;1;0;7;0;8
1408;0;1;7;7;0;7
1409;0;1;7;7;0;7
1410;0;2;6;8;0;7
1411;0;1;0;8;0;7
1412;0;1;0;8;0;7
1413;0;1;0;8;0;7
1414;0;2;0;6;0;8
1415;0;2;0;5;0;10
1416;0;1;0;6;0;6
1417;0;1;0;6;0;6
1418;0;1;0;8;0;5
1419;0;1;0;8;0;5
1420;0;2;10;6;0;8
1421;0;2;10;6;0;8
1422;0;2;8;7;0;9
1423;0;2;8;7;0;9
1424;0;2;0;11;0;10
1425;0;1;0;7;0;7
1426;0;1;0;7;0;7
1427;0;1;0;8;0;4
1428;0;1;0;8;0;4
1429;0;1;9;6;0;6
1430;0;1;9;6;0;6
1431;0;2;8;7;0;7
1432;0;1;0;14;0;9
1433;0;1;0;14;0;9
1434;0;2;0;8;0;12
1435;0;2;0;8;0;12
1436;0;1;0;12;0;7
1437;0;1;0;12;0;7
1438;0;1;0;10;0;10
1439;0;1;0;10;0;10
1440;0;2;9;5;0;10
1441;0;2;9;5;0;10
1442;0;2;9;6;0;7
1443;0;2;9;6;0;7
1444;0;1;9;5;0;7
1445;0;1;9;5;0;7
1446;0;1;0;13;0;9
1447;0;1;0;13;0;9
1448;0;1;0;13;0;11
1449;0;1;0;13;0;8
1450;0;1;0;13;0;8
1451;0;1;0;14;0;11
1452;0;1;0;14;0;11
1453;0;1;0;12;0;8
1454;0;1;0;12;0;8
1455;0;1;0;14;0;10
1456;0;1;0;14;0;10
1457;0;2;10;6;0;9
1458;0;2;10;7;0;10
1459;0;2;10;6;0;9
1460;0;2;10;6;0;11
1461;0;2;10;6;0;11
1462;0;2;10;3;0;11
1463;0;2;10;7;0;9
1464;0;2;9;6;0;14
1465;0;2;9;6;0;14
1466;0;2;9;4;0;12
1467;0;2;10;6;0;4
1468;0;2;10;7;0;10
1469;0;2;10;7;0;11
1470;0;2;10;6;0;8
1471;0;1;10;7;0;9
1472;0;2;10;6;0;15
1473;0;2;4;9;0;10
1474;0;2;4;7;0;6
1475;0;2;4;6;0;8
1476;0;3;3;5;0;9
1477;0;2;3;6;0;10
1478;0;2;3;5;0;7
1479;0;1;0;5;0;12
1480;0;0;4;5;0;10
1481;0;1;3;8;0;9
1482;0;1;3;6;0;11
1483;0;1;3;6;0;7
1484;0;1;4;6;0;7
1485;0;0;3;7;0;9
1486;0;1;0;8;0;11
1487;0;1;0;8;0;11
1488;0;2;0;6;0;11
1489;0;2;0;6;0;11
1490;0;1;0;5;0;11
1491;0;1;10;8;0;7
1492;0;1;10;8;0;7
1493;0;2;10;8;0;7
1494;0;2;10;8;0;7
1495;0;1;10;4;0;9
1496;0;1;10;6;0;10
1497;0;1;10;6;0;12
1498;0;0;10;6;0;11
1499;0;2;0;10;0;9
1500;0;2;0;10;0;9
1501;0;2;0;8;0;11
1502;0;2;0;10;0;8
1503;0;3;0;8;0;11
1504;0;3;0;8;0;11
1505;0;0;0;7;0;10
1506;0;1;10;8;0;12
1507;0;2;10;6;0;13
1508;0;3;10;7;0;11
1509;0;3;10;7;0;11
1510;0;2;10;7;0;13
1511;0;3;0;10;0;7
1512;0;3;0;10;0;7
1513;0;2;0;8;0;8
1514;0;2;0;6;0;8
1515;0;2;0;9;0;14
1516;0;2;0;8;0;13
1517;0;2;3;7;0;9
1518;0;2;3;7;0;9
1519;0;3;3;7;0;7
1520;0;3;0;5;0;8
1521;0;2;10;8;0;8
1522;0;2;10;8;0;8
1523;0;2;10;7;0;8
1524;0;2;10;7;0;8
1525;0;3;10;7;0;9
1526;0;3;10;7;0;9
1527;0;2;10;6;0;11
1528;0;3;0;7;0;8
1529;0;3;0;7;0;10
1530;0;1;0;7;0;7
1531;0;1;0;7;0;5
1532;0;2;9;5;0;12
1533;0;2;9;5;0;12
1534;0;2;9;8;0;7
1535;0;2;10;10;0;9
1536;0;2;10;5;0;12
1537;0;1;10;4;0;12
1538;0;1;10;4;0;12
1539;0;1;9;5;0;10
1540;0;2;0;6;0;5
1541;0;1;0;7;0;9
1542;0;2;0;8;0;2
1543;0;1;0;8;0;7
1544;0;2;0;9;0;5
1545;0;1;0;7;0;10
1546;0;1;0;8;0;9
1547;0;0;10;9;0;11
1548;0;0;10;9;0;11
1549;0;1;9;10;0;10
1550;0;2;0;9;0;14
1551;0;2;0;9;0;12
1552;0;2;0;8;0;11
1553;0;3;0;8;0;6
1554;0;3;0;7;0;9
1555;0;2;0;7;0;4
1556;0;2;0;7;0;6
1557;0;1;0;7;0;6
1558;0;1;0;7;0;9
1559;0;2;0;8;0;8
1560;0;2;0;8;0;9
1561;0;2;0;8;0;9
1562;0;1;10;10;0;8
1563;0;0;10;8;0;11
1564;0;1;0;8;0;9
1565;0;1;1;6;0;7
1566;0;1;1;6;0;7
1567;0;2;1;11;0;4
1568;0;1;0;9;0;10
1569;0;1;0;6;0;9
1570;0;1;0;6;0;9
1571;0;2;0;4;0;9
1572;0;2;0;8;0;6
1573;0;2;0;10;0;6
1574;0;2;0;8;0;4
1575;0;1;0;6;0;11
1576;0;2;0;8;0;9
1577;0;2;0;9;0;5
1578;0;2;0;9;0;9
1579;0;2;0;10;0;3
1580;0;1;0;8;0;3
1581;0;2;2;9;0;5
1582;0;1;1;9;0;3
1583;0;1;1;8;0;7
1584;0;1;0;7;0;11
1585;0;1;0;7;0;11
1586;0;1;0;6;0;7
1587;0;1;0;8;0;5
1588;0;1;0;7;0;12
1589;0;2;0;6;0;7
1590;0;2;0;10;0;11
1591;0;1;0;8;0;14
1592;0;1;0;8;0;14
1593;0;1;0;8;0;14
1594;0;2;10;8;0;15
1595;0;2;10;8;0;15
1596;0;2;10;11;0;11
1597;0;2;10;11;0;11
1598;0;1;0;8;0;9
1599;0;2;0;7;0;8
1600;0;1;0;7;0;7
1601;0;1;0;8;0;7
1602;0;1;0;8;0;6
1603;0;1;0;8;0;6
1604;0;2;0;4;0;9
1605;0;2;0;4;0;9
1606;0;1;0;6;0;8
1607;0;1;0;4;0;9
1608;0;1;0;7;0;10
1609;0;1;0;4;0;8
1610;0;1;0;6;0;12
1611;0;1;0;6;0;12
1612;0;2;9;6;0;17
1613;0;2;9;6;0;17
1614;0;1;10;7;0;15
1615;0;1;10;7;0;15
1616;0;2;9;5;0;15
1617;0;2;9;5;0;15
1618;0;2;9;8;0;11
1619;0;2;9;8;0;11
1620;0;0;0;6;0;11
1621;0;0;0;6;0;11
1622;0;2;0;5;0;9
1623;0;3;0;7;0;10
1624;0;1;0;7;0;6
1625;0;1;0;7;0;6
1626;0;1;0;6;0;7
1627;0;1;0;6;0;7
1628;0;1;0;6;0;7
1629;0;1;0;6;0;7
1630;0;0;0;5;0;8
1631;0;0;0;5;0;8
1632;0;1;0;6;0;9
1633;0;1;0;6;0;9
1634;0;2;0;5;0;8
1635;0;2;0;5;0;8
1636;0;2;0;6;0;9
1637;0;2;0;5;0;9
1638;0;2;0;5;0;9
1639;0;2;0;6;0;9
1640;0;2;0;6;0;9
1641;0;2;0;6;0;8
1642;0;2;0;6;0;8
1643;0;2;0;5;0;10
1644;0;2;0;6;0;8
1645;0;2;0;6;0;8
1646;0;2;0;6;0;11
1647;0;2;0;5;0;10
1648;0;1;0;5;0;8
1649;0;2;0;5;0;5
1650;0;1;9;8;0;12
1651;0;1;9;8;0;12
1652;0;1;10;7;0;8
1653;0;1;10;7;0;8
1654;0;2;10;7;0;8
1655;0;2;10;7;0;8
1656;0;1;9;6;0;8
1657;0;1;9;6;0;8
1658;0;1;9;5;0;9
1659;0;1;9;5;0;9
1660;0;1;9;7;0;9
1661;0;1;9;7;0;9
1662;0;1;9;4;0;8
1663;0;1;9;4;0;8
1664;0;1;8;6;0;6
1665;0;1;8;5;0;8
1666;0;2;8;6;0;8
1667;0;2;8;6;0;8
1668;0;2;7;6;0;11
1669;0;1;0;7;0;13
1670;0;1;0;7;0;13
1671;0;0;0;7;0;8
1672;0;0;0;7;0;8
1673;0;1;10;8;0;8
1674;0;1;10;8;0;8
1675;0;1;3;7;0;7
1676;0;1;3;7;0;7
1677;0;1;0;6;0;14
1678;0;2;0;5;0;12
1679;0;1;0;8;0;9
1680;0;0;0;8;0;9
1681;0;1;0;8;0;8
1682;0;1;0;8;0;8
1683;0;0;0;7;0;8
1684;0;1;0;8;0;9
1685;0;2;0;7;0;8
1686;0;2;0;7;0;8
1687;0;2;10;8;0;9
1688;0;2;10;8;0;12
1689;0;2;10;8;0;12
1690;0;2;0;9;0;8
1691;0;2;0;7;0;7
1692;0;1;0;6;0;7
1693;0;2;0;6;0;13
1694;0;1;0;7;0;12
1695;0;0;0;7;0;7
1696;0;2;0;7;0;7
1697;0;2;10;7;0;8
1698;0;2;10;7;0;8
1699;0;1;9;6;0;10
1700;0;1;9;7;0;9
1701;0;1;9;7;0;9
1702;0;2;10;8;0;9
1703;0;2;10;8;0;9
1704;0;2;0;10;0;6
1705;0;1;0;7;0;10
1706;0;1;0;5;0;9
1707;0;1;0;5;0;6
1708;0;1;0;5;0;8
1709;0;1;0;7;0;13
1710;0;1;0;9;0;7
1711;0;2;10;10;0;11
1712;0;1;10;6;0;14
1713;0;0;10;7;0;10
1714;0;2;10;8;0;12
1715;0;1;10;9;0;10
1716;0;1;10;9;0;10
1717;0;2;10;7;0;11
1718;0;2;10;9;0;10
1719;0;2;10;9;0;10
1720;0;2;0;8;0;14
1721;0;1;0;9;0;12
1722;0;1;0;9;0;12
1723;0;2;0;7;0;12
1724;0;2;0;8;0;9
1725;0;2;0;8;0;9
1726;0;2;0;10;0;11
1727;0;2;0;10;0;11
1728;0;2;0;8;0;10
1729;0;2;0;8;0;10
1730;0;1;0;5;0;9
1731;0;1;0;5;0;9
1732;0;1;0;6;0;12
1733;0;1;0;6;0;12
1734;0;1;9;4;0;6
1735;0;1;9;5;0;12
1736;0;2;9;6;0;10
1737;0;2;9;6;0;10
1738;0;2;7;7;0;9
1739;0;2;7;7;0;9
1740;0;2;7;6;0;9
1741;0;2;5;7;0;9
1742;0;1;0;6;0;13
1743;0;1;0;6;0;13
1744;0;1;0;6;0;11
1745;0;1;0;6;0;11
1746;0;2;0;6;0;12
1747;0;2;0;6;0;12
1748;0;1;0;7;0;12
1749;0;1;0;7;0;12
1750;0;2;0;6;0;9
1751;0;2;0;6;0;9
1752;0;2;0;6;0;7
1753;0;2;0;7;0;9
1754;0;2;0;7;0;9
1755;0;2;10;5;0;10
1756;0;1;9;5;0;11
1757;0;1;4;7;0;6
1758;0;1;5;5;0;5
1759;0;2;9;3;0;6
1760;0;2;10;3;0;8
1761;0;2;10;4;0;8
1762;0;1;0;7;0;12
1763;0;1;0;6;0;13
1764;0;1;0;6;0;12
1765;0;1;0;4;0;13
1766;0;1;0;5;0;9
1767;0;1;0;6;0;10
1768;0;2;3;6;0;8
1769;0;2;3;6;0;8
1770;0;2;3;8;0;8
1771;0;2;3;8;0;8
1772;0;2;2;6;0;12
1773;0;2;2;6;0;12
1774;0;3;3;7;0;10
1775;0;3;3;7;0;10
1776;0;1;0;11;0;11
1777;0;1;0;11;0;11
1778;0;1;0;14;0;9
1779;0;1;0;14;0;9
1780;0;1;0;13;0;10
1781;0;1;0;13;0;10
1782;0;1;0;12;0;11
1783;0;1;0;12;0;11
1784;0;1;0;9;0;10
1785;0;1;0;9;0;10
1786;0;1;0;11;0;11
1787;0;1;0;11;0;11
1788;0;1;0;11;0;10
1789;0;1;0;11;0;10
1790;0;1;0;10;0;10
1791;0;1;0;10;0;10
1792;0;1;0;10;0;9
1793;0;1;0;10;0;9
1794;0;1;0;12;0;9
1795;0;1;0;12;0;9
1796;0;1;10;7;0;9
1797;0;1;10;7;0;9
1798;0;1;10;6;0;11
1799;0;1;10;6;0;11
1800;0;2;10;7;0;13
1801;0;1;10;5;0;9
1802;0;1;10;5;0;9
1803;0;1;10;6;0;13
1804;0;1;10;6;0;13
1805;0;1;0;7;0;10
1806;0;2;0;9;0;13
1807;0;1;0;7;0;9
1808;0;1;0;6;0;9
1809;0;2;0;8;0;12
1810;0;1;0;9;0;8
1811;0;1;0;7;0;10
1812;0;1;0;5;0;11
1813;0;1;0;5;0;11
1814;0;1;0;6;0;13
1815;0;1;0;6;0;13
1816;0;1;0;5;0;12
1817;0;1;0;5;0;12
1818;0;1;0;7;0;12
1819;0;1;0;7;0;12
1820;0;0;0;7;0;5
1821;0;1;10;7;0;10
1822;0;2;10;6;0;12
1823;0;2;10;4;0;10
1824;0;1;10;4;0;11
1825;0;1;10;3;0;10
1826;0;2;10;5;0;10
1827;0;2;10;5;0;10
1828;0;2;10;5;0;10
1829;0;2;10;5;0;10
1830;0;1;9;7;0;12
1831;0;1;0;6;0;13
1832;0;1;0;6;0;13
1833;0;2;10;8;0;12
1834;0;1;9;10;0;12
1835;0;1;9;7;0;10
1836;0;1;10;5;0;14
1837;0;1;9;7;0;11
1838;0;1;9;8;0;11
1839;0;1;9;7;0;12
1840;0;1;9;7;0;11
1841;0;1;0;9;0;8
1842;0;3;10;9;0;8
1843;0;2;10;5;0;10
1844;0;1;4;9;0;6
1845;0;1;5;8;0;5
1846;0;1;0;8;0;10
1847;0;2;0;8;0;10
1848;0;1;0;6;0;8
1849;0;2;0;6;0;8
1850;0;2;0;7;0;7
1851;0;2;0;7;0;9
1852;0;0;0;6;0;6
1853;0;1;0;6;0;8
1854;0;0;0;7;0;7
1855;0;1;0;6;0;9
1856;0;2;0;7;0;12
1857;0;2;0;6;0;6
1858;0;2;8;7;0;6
1859;0;0;8;5;0;8
1860;0;0;8;5;0;8
1861;0;2;8;8;0;10
1862;0;1;8;7;0;8
1863;0;2;10;6;0;11
1864;0;2;10;4;0;10
1865;0;1;10;8;0;9
1866;0;1;10;5;0;11
1867;0;1;10;5;0;11
1868;0;2;10;5;0;10
1869;0;2;10;5;0;10
1870;0;2;10;5;0;13
1871;0;1;10;7;0;10
1872;0;1;10;7;0;10
1873;0;2;5;5;0;11
1874;0;2;5;5;0;11
1875;0;2;5;6;0;9
1876;0;2;5;6;0;9
1877;0;2;5;6;0;9
1878;0;2;5;6;0;9
1879;0;2;10;6;0;8
1880;0;1;10;6;0;7
1881;0;2;0;12;0;7
1882;0;1;8;5;0;12
1883;0;1;6;7;0;7
1884;0;1;6;7;0;6
1885;0;1;6;7;0;6
1886;0;1;6;10;0;11
1887;0;2;6;8;0;16
1888;0;1;6;6;0;12
1889;0;2;6;6;0;12
1890;0;2;6;4;0;11
1891;0;2;4;7;0;7
1892;0;2;4;8;0;7
1893;0;2;10;7;0;12
1894;0;2;10;7;0;12
1895;0;0;0;9;0;5
1896;0;2;10;7;0;8
1897;0;2;10;7;0;8
1898;0;1;10;4;0;10
1899;0;1;10;4;0;10
1900;0;2;10;7;0;11
1901;0;2;10;6;0;12
1902;0;2;10;6;0;14
1903;0;2;10;5;0;13
1904;0;1;10;3;0;10
1905;0;2;0;7;0;11
1906;0;1;0;8;0;10
1907;0;1;0;8;0;10
1908;0;1;0;8;0;11
1909;0;1;0;8;0;11
1910;0;1;0;7;0;12
1911;0;1;0;7;0;12
1912;0;1;0;7;0;13
1913;0;1;0;7;0;13
1914;0;1;0;7;0;10
1915;0;1;0;7;0;11
1916;0;2;0;7;0;10
1917;0;2;0;7;0;11
